website,website_url,parent_name,parent_url,parent_display_order,parent_open_method,sub_child_name,sub_child_url,sub_child_display_order,sub_child_activation_method,child_name,child_url,child_display_order,column_number,row_number,hierarchy_level,discovery_method,source_selector,normalized_url,url_missing,is_duplicate,scraped_at,http_status,final_url,redirect_url,response_error,validation_timestamp
GadgetFix,https://gadgetfix.com/,Apple,https://gadgetfix.com/category/apple-1228.html,1,dom-inspection,iWatch,https://gadgetfix.com/category/iwatch-1638.html,1,dom-inspection,,,0,0,0,2,dom-inspection,,https://gadgetfix.com/category/iwatch-1638.html,False,False,2026-09-07T04:49:55+00:00,,,,,
GadgetFix,https://gadgetfix.com/,Apple,https://gadgetfix.com/category/apple-1228.html,1,dom-inspection,iPhone,https://gadgetfix.com/category/iphone-1559.html,2,dom-inspection,,,0,0,0,2,dom-inspection,,https://gadgetfix.com/category/iphone-1559.html,False,False,2026-09-07T04:49:55+00:00,,,,,
GadgetFix,https://gadgetfix.com/,Apple,https://gadgetfix.com/category/apple-1228.html,1,dom-inspection,iPad,https://gadgetfix.com/category/ipad-1560.html,3,dom-inspection,,,0,0,0,2,dom-inspection,,https://gadgetfix.com/category/ipad-1560.html,False,False,2026-09-07T04:49:55+00:00,,,,,
GadgetFix,https://gadgetfix.com/,Apple,https://gadgetfix.com/category/apple-1228.html,1,dom-inspection,iPod,https://gadgetfix.com/category/ipod-1561.html,4,dom-inspection,,,0,0,0,2,dom-inspection,,https://gadgetfix.com/category/ipod-1561.html,False,False,2026-09-07T04:49:55+00:00,,,,,
GadgetFix,https://gadgetfix.com/,Google,https://gadgetfix.com/category/google-1552.html,2,dom-inspection,Pixel Series,https://gadgetfix.com/category/pixel-series-2045.html,1,dom-inspection,,,0,0,0,2,dom-inspection,,https://gadgetfix.com/category/pixel-series-2045.html,False,False,2026-09-07T04:49:55+00:00,,,,,
GadgetFix,https://gadgetfix.com/,Google,https://gadgetfix.com/category/google-1552.html,2,dom-inspection,Nexus Series,https://gadgetfix.com/category/nexus-series-2046.html,2,dom-inspection,,,0,0,0,2,dom-inspection,,https://gadgetfix.com/category/nexus-series-2046.html,False,False,2026-09-07T04:49:55+00:00,,,,,
GadgetFix,https://gadgetfix.com/,Google,https://gadgetfix.com/category/google-1552.html,2,dom-inspection,Others,https://gadgetfix.com/category/others-1558.html,3,dom-inspection,,,0,0,0,2,dom-inspection,,https://gadgetfix.com/category/others-1558.html,False,False,2026-09-07T04:49:55+00:00,,,,,
GadgetFix,https://gadgetfix.com/,LG,https://gadgetfix.com/category/lg-1171.html,3,dom-inspection,V Series,https://gadgetfix.com/category/v-series-1668.html,1,dom-inspection,,,0,0,0,2,dom-inspection,,https://gadgetfix.com/category/v-series-1668.html,False,False,2026-09-07T04:49:55+00:00,,,,,
GadgetFix,https://gadgetfix.com/,LG,https://gadgetfix.com/category/lg-1171.html,3,dom-inspection,G Series,https://gadgetfix.com/category/g-series-1667.html,2,dom-inspection,,,0,0,0,2,dom-inspection,,https://gadgetfix.com/category/g-series-1667.html,False,False,2026-09-07T04:49:55+00:00,,,,,
GadgetFix,https://gadgetfix.com/,LG,https://gadgetfix.com/category/lg-1171.html,3,dom-inspection,Stylo | Stylus Series,https://gadgetfix.com/category/stylo-stylus-series-1670.html,3,dom-inspection,,,0,0,0,2,dom-inspection,,https://gadgetfix.com/category/stylo-stylus-series-1670.html,False,False,2026-09-07T04:49:55+00:00,,,,,
